Fitz Roy,Santa Cruz,Argentina,None,/worldclock/@3855544,58.340037543577374,56.5,23.0,2.29,47,13,29.81,11
Gobernador Gregores,Santa Cruz,Argentina,None,/worldclock/@3854981,52.348149637972654,46.0,22.0,4.52,64,15,29.65,11
Jaramillo,Santa Cruz,Argentina,None,/worldclock/@3853552,58.2051153124162,52.0,24.0,7.84,58,17,29.75,17
Las Heras,Santa Cruz,Argentina,None,/worldclock/@3848353,58.340037543577374,56.5,23.0,2.29,47,13,29.81,11
Los Antiguos,Santa Cruz,Argentina,None,/worldclock/@3846484,47.93342719227675,45.0,22.0,8.32,71,16,29.88,13
Perito Moreno,Santa Cruz,Argentina,None,/worldclock/@3860781,52.348149637972654,46.0,22.0,4.52,64,15,29.65,11
Pico Truncado,Santa Cruz,Argentina,None,/worldclock/@3841308,58.340037543577374,56.5,23.0,2.29,47,13,29.81,11
Puerto Deseado,Santa Cruz,Argentina,None,/worldclock/argentina/puerto-deseado,58.2051153124162,52.0,24.0,7.84,58,17,29.75,17
Puerto San Julián,Santa Cruz,Argentina,None,/worldclock/argentina/puerto-deseado,58.2051153124162,52.0,24.0,7.84,58,17,29.75,17
Puerto Santa Cruz,Santa Cruz,Argentina,None,/worldclock/argentina/puerto-deseado,58.2051153124162,52.0,24.0,7.84,58,17,29.75,17
Río Gallegos,Santa Cruz,Argentina,None,/worldclock/argentina/rio-gallegos,52.348149637972654,46.0,22.0,4.52,64,15,29.65,11
Rospentek,Santa Cruz,Argentina,None,/worldclock/@3838545,52.348149637972654,46.0,22.0,4.52,64,15,29.65,11
Tellier,Santa Cruz,Argentina,None,/worldclock/@3834538,58.2051153124162,52.0,24.0,7.84,58,17,29.75,17
Tres Lagos,Santa Cruz,Argentina,None,/worldclock/@3833792,52.348149637972654,46.0,22.0,4.52,64,15,29.65,11
Acebal,Santa Fe,Argentina,None,/worldclock/@3866985,26.793376240278892,66.0,26.0,12.34,74,8,29.96,7
Alcorta,Santa Fe,Argentina,None,/worldclock/@3866402,26.793376240278892,66.0,26.0,12.34,74,8,29.96,7
Alejandra,Santa Fe,Argentina,None,/worldclock/@3436415,26.793376240278892,66.0,26.0,12.34,74,8,29.96,7
Alvear,Santa Fe,Argentina,None,/worldclock/@3865981,26.793376240278892,66.0,26.0,12.34,74,8,29.96,7
Arequito,Santa Fe,Argentina,None,/worldclock/@3865485,26.793376240278892,66.0,26.0,12.34,74,8,29.96,7
Armstrong,Santa Fe,Argentina,None,/worldclock/@3865449,26.793376240278892,66.0,26.0,12.34,74,8,29.96,7
Arroyo Seco,Santa Fe,Argentina,None,/worldclock/@3865385,26.793376240278892,66.0,26.0,12.34,74,8,29.96,7
Arteaga,Santa Fe,Argentina,None,/worldclock/@3865373,26.793376240278892,66.0,26.0,12.34,74,8,29.96,7
Avellaneda,Santa Fe,Argentina,None,/worldclock/@3436230,23.010525610083132,70.5,21.0,19.82,75,6,29.91,7
Barrancas,Santa Fe,Argentina,None,/worldclock/@3864731,26.793376240278892,66.0,26.0,12.34,74,8,29.96,7
Berabevú,Santa Fe,Argentina,None,/worldclock/@3864307,26.793376240278892,66.0,26.0,12.34,74,8,29.96,7
Bigand,Santa Fe,Argentina,None,/worldclock/@3864251,26.793376240278892,66.0,26.0,12.34,74,8,29.96,7
Bombal,Santa Fe,Argentina,None,/worldclock/@3863980,26.793376240278892,66.0,26.0,12.34,74,8,29.96,7
Calchaquí,Santa Fe,Argentina,None,/worldclock/@3863419,26.793376240278892,66.0,26.0,12.34,74,8,29.96,7
Carcarañá,Santa Fe,Argentina,None,/worldclock/@3862655,26.793376240278892,66.0,26.0,12.34,74,8,29.96,7
Carlos Pellegrini,Santa Fe,Argentina,None,/worldclock/@3862603,26.793376240278892,66.0,26.0,12.34,74,8,29.96,7
Casilda,Santa Fe,Argentina,None,/worldclock/@3862351,26.793376240278892,66.0,26.0,12.34,74,8,29.96,7
Cayastá,Santa Fe,Argentina,None,/worldclock/@3862215,26.793376240278892,66.0,26.0,12.34,74,8,29.96,7
Centeno,Santa Fe,Argentina,None,/worldclock/@3862138,26.793376240278892,66.0,26.0,12.34,74,8,29.96,7
Ceres,Santa Fe,Argentina,None,/worldclock/@3862100,26.793376240278892,66.0,26.0,12.34,74,8,29.96,7
Chovet,Santa Fe,Argentina,None,/worldclock/@3861257,26.793376240278892,66.0,26.0,12.34,74,8,29.96,7
Coronda,Santa Fe,Argentina,None,/worldclock/@3860217,26.793376240278892,66.0,26.0,12.34,74,8,29.96,7
Correa,Santa Fe,Argentina,None,/worldclock/@3860059,26.793376240278892,66.0,26.0,12.34,74,8,29.96,7
Elortondo,Santa Fe,Argentina,None,/worldclock/@3857431,26.793376240278892,66.0,26.0,12.34,74,8,29.96,7
Fighiera,Santa Fe,Argentina,None,/worldclock/@3855570,26.793376240278892,66.0,26.0,12.34,74,8,29.96,7
Firmat,Santa Fe,Argentina,None,/worldclock/@3855554,26.793376240278892,66.0,26.0,12.34,74,8,29.96,7
Florencia,Santa Fe,Argentina,None,/worldclock/@3433925,23.010525610083132,70.5,21.0,19.82,75,6,29.91,7
Franck,Santa Fe,Argentina,None,/worldclock/@3855377,26.793376240278892,66.0,26.0,12.34,74,8,29.96,7
Fuentes,Santa Fe,Argentina,None,/worldclock/@3855322,26.793376240278892,66.0,26.0,12.34,74,8,29.96,7
General Lagos,Santa Fe,Argentina,None,/worldclock/@3855105,26.793376240278892,66.0,26.0,12.34,74,8,29.96,7
Gobernador Crespo,Santa Fe,Argentina,None,/worldclock/@3854987,26.793376240278892,66.0,26.0,12.34,74,8,29.96,7
Helvecia,Santa Fe,Argentina,None,/worldclock/@3854360,26.793376240278892,66.0,26.0,12.34,74,8,29.96,7
Hersilia,Santa Fe,Argentina,None,/worldclock/@3854318,26.793376240278892,66.0,26.0,12.34,74,8,29.96,7
Hughes,Santa Fe,Argentina,None,/worldclock/@3853994,26.793376240278892,66.0,26.0,12.34,74,8,29.96,7
Humboldt,Santa Fe,Argentina,None,/worldclock/@3853958,26.793376240278892,66.0,26.0,12.34,74,8,29.96,7
Ibarlucea,Santa Fe,Argentina,None,/worldclock/@3853938,26.793376240278892,66.0,26.0,12.34,74,8,29.96,7
La Gallareta,Santa Fe,Argentina,None,/worldclock/@3851162,26.793376240278892,66.0,26.0,12.34,74,8,29.96,7
Laguna Paiva,Santa Fe,Argentina,None,/worldclock/@3850920,26.793376240278892,66.0,26.0,12.34,74,8,29.96,7
Las Parejas,Santa Fe,Argentina,None,/worldclock/@3847933,26.793376240278892,66.0,26.0,12.34,74,8,29.96,7
